Artifact Number,Unit,Depth,Level,Material,Variety of Material,Type of Ware,Provenance,Period,Form,Vessel Part,Number of Pieces,Weight,Length,Width,Thickness,Thickness of base (complete profile),Height of foot rim,Thickness (foot rim),Diameter,MNV,Color Exterior Earthenware (Munsell),Color Interior Earthenware (Munsell),Color Profile Earthenware (Munsell),Remarks,Excavation Date
STABW523,23-3,50-70,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim & Base (complete profile),1,39,7.9,6.6,0.2,0.4,0.8,0.4,8.5,,,,,Yuan. Exterior- A vine with a stylised floral motif and leaves within a band of single parallel lines. Interior- Classic scroll near the lip of the vessel within a band of single parallel lines. In the central medallion of the base there is the Chinese character 'shou'.,
STABW524,F21-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Base,1,35,5.8,5.4,0.5,,1.5,0.4,6,,,,,Late Ming (16th to 17th C). Exterior- Vine followed by a petal panel frame with a stylised cloud design within the frame. There are also two parallel lines encircling the foot of the vessel. There is also part of a character on the base of the vessel. Interior- 2 parallel lines encircling the central medallion of the vessel.,
STABW525,H19-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jarlet,Body,1,3,2.9,2,0.3,,,,,,,,,Yuan. Exterior- Chrysanthemum with a fine mesh in the centre with a leaf. Could be par tof a vine. Interior is unglazed.,
STABW526,17,Unknown,1 2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,25,5,4.5,0.5,,,,27,,,,,Late Ming (16th C). Inverted Rim. Exterior-Repetitive swirl patterns banded within parallel lines along the cavetto of the vessl. Following that are stylised berries and possibly a floral motif. Interior- Concentric curved lines along the cavetto. Following that is a stylised floral motif.,11/11/2003
STABW527,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Base,1,40,6.9,6.2,0.7,,1.2,0.6,14,,,,,Late Ming. Interior- Appears to be part of a landscape depicting either clouds or mountains. Exterior- On the reverse side of the base there are two parallel lines going around in a circle. The central motif is absent.,
STABW528,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,13,5.5,3.8,0.6,,,,14,,,,,Late Ming. Inverted Rim. Exterior- Appears to be a repetitive petal design along the lip of the vessel. The area near the foot of the vessel is painted blue.,
STABW529,1000B,0-30,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Base,1,36,7.7,5.8,0.5,,0.8,0.6,11,,,,,Late Ming (16th C). Landscape with Chinese pagoda/houses and plants and trees in the central medallion of the plate,
STABW530,42,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Cup,Rim & Base (complete profile),1,6,3.2,2.5,0.3,0.4,0.8,0.5,6,,,,,Late Ming (17th C.) Inverted Rim. Very small cup. Interior-The lip is painted blue. There is an unknown motif in the central medallion of the base. Exterior- Stylised lines in an abstract design on the body of the vessel.,12/5/2003
STABW531,1004A,60-100,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Rim,1,18,6.7,5.3,0.3,,,,11,,,,,Middle Ming. Everted Rim. Exterior- Dragon motif within a band of two single brush strokes. Interior- Classic scroll.,1/5/2004
STABW532,1000B,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Rim,1,3,3,2,0.2,,,,13,,,,,Early Ming. Inverted Rim. Exterior- a single line near the lip of the vessel. Following that is a vine with pointed leaves and a chrysanthemum with a fine mesh in the centre. Interior- a single blue line near the lip of the vessel. There is a chrysanthemum with a fine mesh in the centre.,12/18/2003
STABW533,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Base,1,15,3.3,2.9,0.4,,1.1,0.4,3,,,,,Yuan. Small Bowl. In the central medallion there is a chrysanthemum with a fine mesh in the centre and vines with leaves extending from the chrysanthemum flower.  Beautiful unglazed foot. Well-fired. West field excavation,
STABW535,1004B/NWT1-4B,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,3,2.9,1.2,0.3,,,,,,,,,Late Yuan. Interior- Could be a vine followed by two parallel lines. Exterior- Part of a vine followed by a thick blue brush stroke.,
STABW536,1000-A/NWT1-OA,60-sterile,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Covered box,Lid,1,7,4.5,2.4,0.4,,,,8,,,,,Yuan. Exterior- A classic scroll banded within two sets of parallel lines. Interior unglazed.,12/19/2003
STABW537,1000A/NWT1-OA,60-Sterile,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Cup,Rim,1,4,4.2,3.4,0.3,,,,10,,,,,Late Yuan/Early Ming. Everted Rim. Exterior- Vine with pointed leaves and part of a chrysanthemum flower. Interior- Classic scroll.,
STABW538,1000A/NWT1-OA,60-Sterile,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,5,4.9,2.8,0.2,,,,8,,,,,Yuan. Everted Rim. Exterior- Vine with leaves and a chrysanthemum flower. Interior- Cloud Scroll within a band of parallel lines.,
STABW539,3,80-85,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Base,1,10,2.9,2.7,0.8,,0.9,,,,,,,Late Yuan/Early Ming. Exterior-Could be part of a fruit vine on the central medallion of the vessel.,
STABW540,1000-A/NWT1-OA,60-Sterile,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Vase,Body,1,6,3.4,2.3,0.8,,,,,,,,,Late Yuan/Early Ming. Exterior- Key fret design. Interior is unglazed.,
STABW541,1000-A/NWT1-OA,60-Sterile,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Jarlet,Body,1,2,2.3,2.1,0.4,,,,,,,,,Late Yuan/Early Ming. Exterior- fruit/flower with thin leaves?,
STABW542,1000-A/NWT1-OA,60-Sterile,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Body,1,1,1.6,1.4,0.3,,,,,,,,,Late Yuan/Early Ming. Exterior- Leaf vine; Interior-Leaf vine.,
STABW543,G17-3,50-110,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century,Bowl,Rim,1,1,1.8,0.8,0.2,,,,15,,,,,Late Ming (16th C) Inverted Rim. Exterior- Area near the edge of the rim is painted blue with a 'X' design Interior- Small blue dot on the body of the sherd (design unknown).,
STABW544,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Rim,1,6,3.4,3.1,0.4,,,,22,,,,,Late Ming. Inverted Rim. Exterior- Design made up of circles diamonds and small pebble-liked designs. Interior- Beans or seeds banded within single parallel lines along the cavetto followed by a floral-like motif in the central medallion of the vessel.,
STABW545,2012,,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Base,1,47,5.5,5,0.7,,0.9,0.6,5,,,,,Late Ming/Qing. In the central medallion of the vessel there is a chinese character ('yu' 玉 or 'wang' 王). Fallen Wall,
STABW546,1002,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century,Vase,Body,1,5,3.3,1.9,0.4,,,,,,,,,Late Ming (16th C). Exterior- Depiction of a cloud or mist (could be part of landscape.) Interior is unglazed.,
STABW547,1005A,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,8,3.9,3.2,0.4,,,,,,,,,Late Yuan/Early Ming. Exterior- Could be a vine followed by a single line and a petal panel frame. Interior- no visible decoration.,
STABW548,1005A,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,3,2.5,2.4,0.3,,,,,,,,,Late Yuan/Early Ming. Exterior- Part of a petal panel frame. Interior- no visible decoration.,
STABW549,1005A,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Body,1,1,1.6,1.5,0.2,,,,,,,,,Late Yuan/Early Ming. Exterior- Leaf vine. Interior- no visible decorations,
STABW550,1005A,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Body,1,1,0.8,0.8,0.2,,,,,,,,,Late Yuan/ Early Ming. Exterior- Leaf vine. Interior- no visible decorations.,
STABW551,1005A,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Body,1,1,1.1,0.8,0.2,,,,,,,,,Yuan. Exteror- Could possibly be berries or grapes on a vine. Interior- Could possibly be berries or grapes on a vine.,
STABW552,3001A,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,1,0.9,0.8,0.4,,,,,,,,,Late Yuan/Early Ming Exterior- 2 blue lines visible could be part of a petal panel frame.,
STABW553,53,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Base,1,11,4.9,2.4,0.4,,1.3,,12,,,,,Yuan. Exterior- Petal panel frame with possibly  cloud and pearl in the centre. There are two lines which go around the foot of the vessel. *Possibly lower part of a covered box.,
STABW554,Salvage,,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Vase,Mouth,1,7,4.7,2.8,0.4,,,,8,,,,,Late Yuan/Early Ming. Exterior- Part of a plantain leaf. Interior- Vine. Surface find.,
STABW555,70,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Covered box,Lid,1,13,5.3,3.3,0.4,,,,7,,,,,Yuan. Exterior- On the central medallion of the flat side there appears to be a complex vine with a chrysanthemum flower and pointed leaves. Along the curved portion of the lid there is a vine banded within 2 double parallel lines. Interior is unglazed.,1/19/2004
STABW556,C18-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Rim,1,7,3.8,2.4,0.3,,,,26,,,,,Late Ming. Straight Rim. Interior- 2 parallel lines followed by the sharp petals of possibly a flower. Exterior- 2 parallel lines. Brown sand,3/15/2004
STABW557,G18-1,80-110,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,12,5.8,4.9,0.3,,,,16,,,,,Yuan. Everted Rim. Interior- A single line followed by a classic scroll and 2 parallel lines. Exterior- a complex vine banded within two single brush strokes. Following that is a petal panel frame with possibly a cloud motif in the centre.,
STABW558,G20-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,7,4.7,2.2,0.5,,,,,,,,,Yuan. Exterior- 2 single lines and partial petal panel frames are visible. There could possibly be a floral vine or motif within the petal panel frame. Interior- Only 2 single lines are visible.,
STABW559,G20-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,1,0.9,0.9,0.4,,,,,,,,,Middle Ming. Exterior- only a single brush stroke available. Interior- Could be the leaves of a vine.,
STABW560,H19-2,30-80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Base,1,28,9.4,3.8,0.6,,,,,,,,,Late Ming (16th-17thC). Interior- In the central medallion there appears to be a aquatic landscape with possibly a lily pad. The other side of the base is unglazed.,3/6/2004
STABW561,16,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Bowl,Body,1,16,6.1,3.4,0.5,,,,,,,,,Late Yuan/Early Ming. Exterior- Leaf vine followed by two parallel lines and a frame with a cloud swirl motif within each frame. Interior- No design. South end of the site,
STABW562,43,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Covered box,Body,1,6,3.2,3,0.5,,,,,,,,,Late Yuan/Early Ming .Exterior- Part of a vine with pointed leaves and grapes. Interior is unglazed.,12/6/2003
STABW563,D21-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Base,1,7,2.8,1.6,0.4,,1.1,0.7,9,,,,,Yuan. Exterior- There is a key fret design that goes around the foot of the vessel. Interior- no design.,2/26/2004
STABW564,D21-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Bowl,Body,1,7,3.2,1.9,0.7,,0.4,,,,,,,Late Yuan/Early Ming (15th-16th C).Exterior- Could be part of a vine. Interior- Fruits that are round.,
STABW565,Salvage,,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Bowl,Base,1,246,10.5,10.3,1.1,,1.1,,,,,,,Late Yuan/Early Ming. Interior- In the central medallion of the bowl there are various plants like the lotus ribbon-like looking leavs as well as leaves. Exterior- Leaf vine and frames with  a floral motif in the centre separated by two parallel lines.,
STABW566,D21-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,15,5.6,4.5,0.5,,,,12,,,,,Late Ming. Exterior- Row of leaves along the edge of the rim. Following that is a depiction of some plants with thin leaves.,2/26/2004
STABW567,41,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,1,1.1,0.6,0.5,,,,,,,,,Late Yuan/Early Ming. Exterior- Design indeterminate (only a small spot of blue visible). Interior- No visible design.,
STABW568,D21-314,50-70,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Jar,Body,1,13,5.5,3.5,0.5,,,,,,,,,Late Yuan/Early Ming. Exterior- Part of a leaf vine followed by a cash diaper banded in parallel lines. Following that is a petal panel frame.,
STABW569,H19-3,80-110,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Rim,1,5,3.5,2.5,0.3,,,,15,,,,,Early Ming. Everted Rim. Exterior- Two parallel lines followed by a vine with pointed leaves and grapes. Interior- Classic Scroll followed by two parallel lines. Grey sand near water tank,3/12/2004
STABW570,55,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Rim,1,18,6.5,4.2,0.5,,,,15,,,,,Middle Ming. A band of crescent moon patterns along the exterior parallel to the rim. Abstract swirls and patterns (free form). On the interior a band of blue alongside the rim and droplets and "blobs" and abstract free-form buds.,12/15/2003
STABW571,Salvage,,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,4,3.1,2.4,0.3,,,,,,,,,Two parallel lines on the interior. Middle Ming.,
STABW572,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,14,5.5,2.8,0.9,,,,,,,,,Middle Ming. Large bowl possibly Swatow type ware with an unglazed stacking ring on the interior.,
STABW573,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,1,1.3,1,0.3,,,,,,,,,Qingbai bowl. Yuan period. Too small a fragment to determine the design. Either leaves and twines or swirls on exterior.,
STABW574,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,1,2.6,0.6,0.2,,,,,,,,,Sliver fragment from the rim of a Yuan bowl. Classic scrolls on the interior of the rim.,
STABW575,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,2,1.9,1.6,0.4,,,,,,,,,Circles and swirls. Middle Ming?,
STABW576,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,9,7,3.2,0.4,,,,,,,,,Join with STABW577. Scrolls on interior. Vines on exterior. Yuan.,
STABW577,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,25,10.2,3.9,0.4,,,,,,,,,Join with STABW576. Scrolls on interior Vines on exterior. Yuan.,
STABW578,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,9,5.6,2.2,0.5,,,,,,,,,Yuan Dynasty.  Lotus panels below blackberry vines on exterior.,
STABW579,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,37,7.1,7,0.6,,,,,,,,,Blackberry vines and lotus panels on exterior. Scrolls and horizontal lines on the interior. Yuan.,
STABW580,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century,Cup,Rim,1,11,4.7,4,0.4,,,,,,,,,Chrysanthemum blackberry vines on exterior. Scrolls on interior.,
